,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,MarkDown1,MarkDown3,MarkDown4,MarkDown5,Week,Weekly_Sales
0,2010-02-05,34.037333333333336,2.7178444444444443,167.73088493999998,8.619311111111111,0,24089.612333333334,199.3252558139535,24742.65416335791,4185.3803333333335,5,49.0
1,2010-02-12,34.15133333333333,2.6940222222222223,167.82560787333335,8.619311111111111,1,29880.900555555556,200.03351937984496,19646.377135167462,5089.147555555555,6,48.0
2,2010-02-19,37.71977777777778,2.6720666666666664,167.87168610444445,8.619311111111111,0,12536.748111111112,62.67291866028708,7040.314330831769,5646.276,7,48.0
3,2010-02-26,39.24355555555556,2.6839333333333335,167.9096568711111,8.619311111111111,0,8504.312444444444,24.218425806451613,2881.930628048781,4458.685,8,43.0
4,2010-03-05,42.91733333333333,2.7312,167.9476276622222,8.619311111111111,0,11293.039,21.39840544871795,6237.467211538462,2911.0057777777774,9,46.0
5,2010-03-12,47.43244444444444,2.7744222222222223,167.98559845111112,8.619311111111111,0,12416.094444444445,32.653542257515596,4255.248170731707,4375.420666666667,10,45.0
6,2010-03-19,49.95422222222222,2.817088888888889,167.93042676888888,8.619311111111111,0,6215.864666666666,9.66532668881506,2102.845936058009,2200.474888888889,11,44.0
7,2010-03-26,48.473555555555556,2.8241111111111112,167.85973130444444,8.619311111111111,0,6371.789952020203,433.7930497542998,1481.302688842689,2433.258777777778,12,44.0
8,2010-04-02,53.12088888888889,2.8273333333333333,167.7890358711111,8.49771111111111,0,7067.5128888888885,254.4849854651163,784.2367828947368,2863.967888888889,13,50.0
9,2010-04-09,58.42066666666666,2.8530888888888892,167.71834042444445,8.49771111111111,0,9412.240777777777,173.88151162790697,2271.1239082503557,3875.977777777778,14,47.0
10,2010-04-16,58.021111111111104,2.889,167.66304076,8.49771111111111,0,4682.448555555557,34.83831820760068,1523.2307759784076,2321.203555555556,15,45.0
11,2010-04-23,57.08955555555555,2.8817333333333335,167.6282687911111,8.49771111111111,0,4243.008888888889,54.16615964802012,473.78710526315786,2615.7614444444444,16,44.0
12,2010-04-30,57.85466666666667,2.8915333333333333,167.59349682666667,8.49771111111111,0,2252.9873333333335,66.13354494028913,213.35970029239766,2477.0063333333333,17,43.0
13,2010-05-07,64.12511111111111,2.9318666666666666,167.5587248688889,8.49771111111111,0,9039.340666666667,78.70767441860465,3763.624743589744,2658.398111111111,18,48.0
14,2010-05-14,60.60955555555555,2.947,167.54648468444444,8.49771111111111,0,7190.340444444444,56.274534883720925,2023.531548856549,4466.337777777778,19,45.0
15,2010-05-21,66.26266666666668,2.9241111111111113,167.66943518,8.49771111111111,0,6002.055666666667,33.349089446589446,1395.0136486486485,3947.0544444444445,20,45.0
16,2010-05-28,70.46022222222223,2.8664222222222224,167.79238567333334,8.49771111111111,0,5706.178893939394,441.41455813953485,1811.8238549075395,3498.1364444444444,21,47.0
17,2010-06-04,73.41088888888889,2.8088,167.91533618222223,8.49771111111111,0,5659.393555555555,198.15092857142855,1026.2668061840122,2845.1658888888887,22,50.0
18,2010-06-11,74.53777777777778,2.7887333333333335,168.03828667777776,8.49771111111111,0,8204.440777777778,130.38558139534882,3816.289706477733,5211.816555555555,23,47.0
19,2010-06-18,73.56933333333333,2.7632222222222222,168.04938532222224,8.49771111111111,0,6014.200265151516,237.01906976744186,2580.5623076923075,3478.1525555555554,24,47.0
